,idt,name,category,description,city,country,latitude,longitude,year_founded,employees,total_money_raised
1724,52cdef7e4bab8bd67529b02a,7 Billion People,software,Web personalization service,Austin,USA,30.408322,-97.748077,2006,,$6.53M
1727,52cdef7e4bab8bd67529b03f,Perceptis,consulting,Contact Center Outsourcing,Phoenix,USA,33.357125,-111.974507,2004,1000.0,$7.5M
1729,52cdef7e4bab8bd67529b052,Leo TechnoSoft,software,Value Addition to Your Technology,Orlando,USA,28.396758,-81.375467,2003,100.0,$0
1732,52cdef7e4bab8bd67529b054,Leadzoomer,advertising,,Orlando,USA,28.396758,-81.375467,2003,70.0,$0
1733,52cdef7e4bab8bd67529b061,Eightfold Logic,advertising,search marketing automation,San Francisco,USA,37.7870841,-122.4010675,2006,,$19.4M
1734,52cdef7e4bab8bd67529b07a,AlertEnterprise,security,real-time global control and security,Fremont,USA,37.4923675,-121.9533099,2007,,$27M
1735,52cdef7e4bab8bd67529b0bd,Mobile-XL,mobile,Mobile SMS Technology Provider,Santa Monica,USA,34.0762155,-118.318593,2005,,$280k
1736,52cdef7e4bab8bd67529b0bd,Mobile-XL,mobile,Mobile SMS Technology Provider,Nairobi,KEN,-1.274359,36.813106,2005,,$280k
1742,52cdef7e4bab8bd67529b0ff,Bizanga,security,E-mail Platform,San Mateo,USA,37.537542,-122.327609,2003,,$8M
1743,52cdef7e4bab8bd67529b10b,EyeBuyDirect,ecommerce,Prescription Eyewear,Austin,USA,38.9825332,-77.093279,2005,200.0,$0
1745,52cdef7e4bab8bd67529b126,Punch Entertainment,software,,Palo Alto,USA,37.4233698,-122.0986859,2005,60.0,$1.2M
1746,52cdef7e4bab8bd67529b131,Portero,ecommerce,Authentic Luxury Marketplace,New York,USA,40.74727,-73.9800645,2004,,$8.01M
1747,52cdef7e4bab8bd67529b139,Velneo,software,,Vigo,ESP,42.1638716,-8.6105703,2005,60.0,$0
1748,52cdef7e4bab8bd67529b13c,Skytap,enterprise,Enterprise Dev/Test Environments,Seattle,USA,47.544341,-122.334732,2006,200.0,$23M
1749,52cdef7e4bab8bd67529b142,Passpack,web,Online Password Manager,Rome,ITA,41.8996827,12.4362419,2008,,€424k
1750,52cdef7e4bab8bd67529b142,Passpack,web,Online Password Manager,Mercato Saraceno,ITA,43.9572602,12.1970652,2008,,€424k
1751,52cdef7e4bab8bd67529b145,Luminate,advertising,World's First Platform for Image Applica,Mountain View,USA,37.3998333,-122.0465447,2008,,$28.5M
1752,52cdef7e4bab8bd67529b159,Geewa,games_video, casual competitive multiplayer games,Prague 8,CZE,50.0938491,14.4505336,2005,60.0,€1.5M
1754,52cdef7e4bab8bd67529b173,3Degrees,cleantech,Environmental Commodities Firm,San Francisco,USA,37.7968492,-122.457623,2007,52.0,$0
1757,52cdef7e4bab8bd67529b195,NearSoft Europe,software,,Zurich,CHE,47.3799427,8.5436847,2006,100.0,$0
1759,52cdef7e4bab8bd67529b19c,Pocket Communications Northeast,mobile,unlimited use wireless voice and data,Bloomfield,USA,41.853615,-72.70375,2006,,$125M
1760,52cdef7e4bab8bd67529b1d2,Intercasting,mobile,Mobile social networking,San Diego,USA,32.718834,-117.163841,2004,,$17.5M
1761,52cdef7e4bab8bd67529b1e7,Rivulet Communications,enterprise,Data Transmission,Herndon,USA,38.9549825,-77.3924756,2004,,$11.5M
1762,52cdef7e4bab8bd67529b1f6,AppNeta,software,IT Performance Management,SOUTH BOSTON,USA,42.318138,-71.24756,2010,,$55.8M
1763,52cdef7e4bab8bd67529b206,LoopFuse,enterprise,Sales and Marketing Software,Atlanta,USA,33.909439,-84.44041,2007,,$1.4M
1764,52cdef7e4bab8bd67529b24d,M3X Media,games_video,digital media portal,West Palm Beach,USA,26.72868,-80.099946,2005,,$10.5M
1765,52cdef7e4bab8bd67529b26a,Crispy Gamer,games_video,videogame review community,New York,USA,40.750597,-73.985273,2008,,$8.25M
1771,52cdef7e4bab8bd67529b279,Avere Systems,network_hosting,Advanced Storage Solutions,Pittsburgh,USA,40.532969,-80.010645,2008,,$37M
1772,52cdef7e4bab8bd67529b2a4,Conveneer,mobile,Cell phone into servers,Lund,SWE,55.714683,13.2170029,2004,,$5.79M
1773,52cdef7e4bab8bd67529b2a6,MyLikes,advertising,Advertising platform for the people web,San Francisco,USA,37.777995,-122.408914,2010,,$6.23M
1774,52cdef7e4bab8bd67529b2ac,UnboundID,software,Identity management software,Austin,USA,30.498112,-97.777273,2007,,$14.5M
1775,52cdef7e4bab8bd67529b2ae,Across Systems,software,Translation mgmt software developer ,Glendale,USA,34.1527593,-118.2551,2005,60.0,$0
1776,52cdef7e4bab8bd67529b2ae,Across Systems,software,Translation mgmt software developer ,Rochester,USA,43.17742,-77.7514,2005,60.0,$0
1777,52cdef7e4bab8bd67529b2ae,Across Systems,software,Translation mgmt software developer ,Karlsbad,DEU,48.8838843,8.5093142,2005,60.0,$0
1780,52cdef7e4bab8bd67529b2da,Unity Technologies,games_video,Democratizing interactive 3D,San Francisco,USA,55.6924605,12.530107,2004,200.0,$17.5M
1783,52cdef7e4bab8bd67529b313,CalFinder,web,Web service for finding home contractors,Oakland,USA,37.797862,-122.277506,2005,60.0,$0
1784,52cdef7e4bab8bd67529b317,Evostor,software,Storage software,Campbell,USA,37.232902,-121.964385,2007,,$8M
1785,52cdef7e4bab8bd67529b320,Jama Software,software,Enterprise: Product Delivery Platform,Portland,USA,45.5309644,-122.68038,2007,103.0,$13M
1788,52cdef7e4bab8bd67529b340,TaskUs,enterprise,Ridiculously Good Outsourcing,Santa Monica,USA,34.0165394,-118.4450063,2008,540.0,$0
1790,52cdef7e4bab8bd67529b355,Relypsa,biotech,,Redwood City,USA,37.5024749,-122.220408,2007,,$322M
1792,52cdef7e4bab8bd67529b359,Rebit,software,Backup hardware and software,Longmont,USA,40.146898,-105.1350397,2007,,$6.7M
1798,52cdef7e4bab8bd67529b3b5,33Across,advertising,Social Targeting Network,New York,USA,40.75406,-73.999003,2007,,$24.1M
1808,52cdef7e4bab8bd67529b43c,Magnetic,advertising,search retargeting,New York,USA,40.758343,-73.990152,2008,,$16.3M
1809,52cdef7e4bab8bd67529b43c,Magnetic,advertising,search retargeting,Santa Monica,USA,34.0188992,-118.4924125,2008,,$16.3M
1810,52cdef7e4bab8bd67529b43c,Magnetic,advertising,search retargeting,Chicago,USA,41.890178,-87.634115,2008,,$16.3M
1811,52cdef7e4bab8bd67529b43d,AnySource Media,games_video,Internet Video on Home Television,Malvern,USA,40.054547,-75.515376,2006,,$3.2M
1812,52cdef7e4bab8bd67529b467,House Party,advertising,Viral Marketing Consumer Products,Irvington,USA,41.0409527,-73.8731834,2005,70.0,$9.95M
1813,52cdef7e4bab8bd67529b468,FiberZone Networks,analytics,Automating Fiber Infrastructure,Bethesda,USA,38.982194,-77.09352,2003,,$34.4M
1815,52cdef7e4bab8bd67529b48a,Tatto Media,advertising,Behavioral Ad Network,Boston,USA,42.3534915,-71.0564645,2005,80.0,$0
1818,52cdef7e4bab8bd67529b4ad,SCVNGR,games_video,"part game, part game platform",Boston,USA,42.3406534,-71.0680027,2008,60.0,$40.8M
1819,52cdef7e4bab8bd67529b4b8,Transfer To,mobile,Global Airtime Hub,Singapore,SGP,1.3006925,103.8575356,2005,,$3M
1820,52cdef7e4bab8bd67529b4b8,Transfer To,mobile,Global Airtime Hub,Palo Alto,USA,40.705255,-74.010983,2005,,$3M
1821,52cdef7e4bab8bd67529b4c9,Axcient,enterprise,Data Protection Service Platform,Mountain View,USA,37.3973018,-122.0595623,2006,150.0,$64.2M
1827,52cdef7e4bab8bd67529b52e,Z2Live,games_video,Mobile Games,Seattle,USA,47.6103008,-122.3399782,2009,130.0,$6.5M
1828,52cdef7e4bab8bd67529b545,Dayforce,enterprise,Workforce Performance Management,Toronto,CAN,43.7465688,-79.4072765,2008,,$40M
1829,52cdef7e4bab8bd67529b545,Dayforce,enterprise,Workforce Performance Management,Atlanta,USA,33.887619,-84.710865,2008,,$40M
1832,52cdef7e4bab8bd67529b558,Livescribe,hardware,Producer of the Pulse SmartPen,Stockholm,SWE,59.3179118,18.0339733,2007,,$121M
1834,52cdef7e4bab8bd67529b569,LookStat,ecommerce,photographer marketplace/analysis,Seattle,USA,47.6447802,-122.325878,2008,,$500k
1838,52cdef7e4bab8bd67529b5d3,qcue,software,Dynamic Pricing Solutions,Austin,USA,30.396989,-97.735768,2007,,$1.13M
1839,52cdef7e4bab8bd67529b5d4,Openbravo,software,Open Source ERP,Barcelona,ESP,41.3935324,2.1660785,2006,100.0,$17M
1841,52cdef7e4bab8bd67529b5f8,KnewCo,search,,Gaithersberg,USA,39.1207909,-77.186506,2006,,$3.14M
1845,52cdef7e4bab8bd67529b627,Newser,web,Online News Aggregator,Chicago,USA,41.879535,-87.624333,2007,,$2.5M
1846,52cdef7e4bab8bd67529b62e,HootSuite,social,Social Media Management System,Vancouver,CAN,49.2851733,-123.0952381,2008,370.0,$190M
1847,52cdef7e4bab8bd67529b631,HyTrust,security,Virtualization Services,Mountain View,USA,37.393836,-122.099454,2008,55.0,$34.5M
1848,52cdef7e4bab8bd67529b63b,"i365, A Seagate Company",other,Data backup/protection/recovery solution,Santa Clara,USA,37.3774296,-121.9618928,2008,550.0,$0
1849,52cdef7e4bab8bd67529b63b,"i365, A Seagate Company",other,Data backup/protection/recovery solution,Emeryville,USA,37.842316,-122.290952,2008,550.0,$0
1850,52cdef7e4bab8bd67529b63b,"i365, A Seagate Company",other,Data backup/protection/recovery solution,"Woking, Surrey",GBR,51.3181203,-0.5623522,2008,550.0,$0
1851,52cdef7e4bab8bd67529b63b,"i365, A Seagate Company",other,Data backup/protection/recovery solution,Paris,FRA,48.872032,2.3218173,2008,550.0,$0
1852,52cdef7e4bab8bd67529b646,Suniva,cleantech,Solar Cell Developer,Norcross,USA,33.954713,-84.2213281,2006,,$224M
1853,52cdef7e4bab8bd67529b675,Brandsclub,ecommerce,Private Sales Club,Sao Paulo,BRA,-23.5489433,-46.6388182,2009,140.0,$17M
1854,52cdef7e4bab8bd67529b6a6,Basho Technologies,software,Distributed Database and Cloud Storage ,Cambridge,USA,42.365867,-71.092285,2007,110.0,$29.9M
1859,52cdef7e4bab8bd67529b6a7,Aerovance,biotech,"respiratory, allergic medicines",,USA,37.8715926,-122.272747,2004,,$119M
1861,52cdef7e4bab8bd67529b6c8,Fusion-io,enterprise,Flash Storage via PCIe,Salt Lake City,USA,40.756352,-111.871802,2006,,$112M
1862,52cdef7e4bab8bd67529b6c8,Fusion-io,enterprise,Flash Storage via PCIe,Alviso,USA,37.4194816,-121.9747667,2006,,$112M
1864,52cdef7e4bab8bd67529b6d9,Phurnace Software,software,Java EE configuration,Austin,USA,30.271393,-97.748623,2007,,$10M
1865,52cdef7e4bab8bd67529b6eb,Bomgar,software,Enterprise Remote Support Software,Ridgeland,USA,32.416174,-90.1633006,2003,150.0,$11M
1866,52cdef7e4bab8bd67529b6eb,Bomgar,software,Enterprise Remote Support Software,Duluth,USA,34.057519,-84.17173,2003,150.0,$11M
1867,52cdef7e4bab8bd67529b6eb,Bomgar,software,Enterprise Remote Support Software,Paris,FRA,48.8752305,2.2983373,2003,150.0,$11M
1868,52cdef7e4bab8bd67529b6eb,Bomgar,software,Enterprise Remote Support Software,San Francisco,USA,37.791128,-122.398126,2003,150.0,$11M
1869,52cdef7e4bab8bd67529b6eb,Bomgar,software,Enterprise Remote Support Software,Reston,USA,38.9594124,-77.3563279,2003,150.0,$11M
1870,52cdef7e4bab8bd67529b6f2,OPX Biotechnologies,cleantech,renewable converstion to biofuel,Boulder,USA,40.02375,-105.226353,2007,,$57.6M
1873,52cdef7e4bab8bd67529b715,Eiger BioPharmaceuticals,biotech,Hepatitis treatments,San Carlos,USA,37.5071591,-122.2605222,2008,,$12.4M
1874,52cdef7e4bab8bd67529b716,SolarEdge,cleantech,Solar Photovoltaic Power Electronics,Fremont,USA,37.4757796,-121.9382415,2006,230.0,$85M
1883,52cdef7e4bab8bd67529b723,iZumi Bio,biotech,,South San Francisco,USA,37.661523,-122.398667,2007,,$20M
1887,52cdef7e4bab8bd67529b747,Tuenti Technologies,social,Social Network,Madrid,ESP,40.4158236,-3.696277,2006,170.0,€9M
1890,52cdef7e4bab8bd67529b768,DataSphere,advertising,Website Management SaaS,Bellevue,USA,47.5826585,-122.1352822,2006,,$28.8M
1891,52cdef7e4bab8bd67529b796,Language Direct,other,Online Language School,London,GBR,47.5546712,7.6031626,2006,75.0,$0
1892,52cdef7e4bab8bd67529b797,Alios BioPharma,biotech,Treatment for viral infections,South San Francisco,USA,37.6664003,-122.451448,2006,,$32M
1894,52cdef7e4bab8bd67529b7a6,SOMARK Innovations,biotech,RFID-like tattoos,San Diego,USA,32.896253,-117.192242,2005,,$300k
1896,52cdef7e4bab8bd67529b7b9,Reflex Systems,security,Virtualization Management and Security,Atlanta,USA,33.7489954,-84.3879824,2008,,$18.5M
1901,52cdef7e4bab8bd67529b7d9,Adeptol,software,Leader in viewing technology,Santa Clara,USA,37.381341,-121.977065,2007,60.0,$0
1902,52cdef7e4bab8bd67529b7e3,Trellia Networks,mobile,Mobile Policy Management,Montreal,CAN,45.4961978,-73.6763827,2003,,$8.8M
1903,52cdef7e4bab8bd67529b7f6,BlueStripe Software,enterprise,Transaction & Application Monitoring,Morrisville,USA,35.8630913,-78.8245693,2007,,$13M
1906,52cdef7e4bab8bd67529b817,Smash Technologies,mobile,SMS ,"Pittsburgh,",USA,40.4290508,-79.9707345,2007,,$1.35M
1907,52cdef7e4bab8bd67529b862,itEANz,software,SAP,Bangalore,IND,12.9332419,77.6295577,2006,75.0,$0
1909,52cdef7e4bab8bd67529b896,Catchafire,web,Changing the way people volunteer.,New York,USA,40.746417,-73.983171,2009,,$400k
1910,52cdef7e4bab8bd67529b8a7,Ikanos,enterprise,Broadband Chip Manufacturer,Fremont,USA,37.4734314,-121.9417078,2009,,$42M
1914,52cdef7e4bab8bd67529b8fd,Red Engineering Design,consulting,Building Services Engineers,London,GBR,51.5234209,-0.1398614,2004,100.0,$0
1918,52cdef7e4bab8bd67529b918,Active Endpoints,enterprise,visual orchestration systems,Waltham,USA,42.389781,-71.239247,2003,,$22.5M
1919,52cdef7e4bab8bd67529b919,Birst,enterprise,Enterprise-Caliber BI,San Francisco,USA,37.789471,-122.404113,2004,150.0,$64M
1929,52cdef7e4bab8bd67529b97b,Kidlandia,web,,SAN FRANCISCO,USA,37.8017938,-122.4043215,2008,,$3.23M
1931,52cdef7e4bab8bd67529b995,Symform,network_hosting,Online Backup Services,Seattle,USA,47.6452085,-122.3477735,2007,,$19.5M
1932,52cdef7e4bab8bd67529b99e,SeeWhy,analytics,Website Coversion Enhancing Software,Boston,USA,42.675142,-71.1472132,2003,,$16M
1934,52cdef7e4bab8bd67529b9bd,Solyndra,manufacturing,Solar installation maker,Fremont,USA,37.4757209,-121.9317123,2005,,$1.77B
1935,52cdef7e4bab8bd67529b9c1,Elevance Renewable Sciences,cleantech,Chemical Company,Woodridge,USA,41.6750038,-88.0642145,2007,68.0,$294M
1936,52cdef7e4bab8bd67529b9c2,Recyclebank,cleantech,Incentive based recycling program,New York,USA,40.7310476,-74.0078134,2004,,$85.1M
1937,52cdef7e4bab8bd67529b9d1,textPlus,mobile,Creators of textPlus,Marina del Rey,USA,33.984469,-118.43679,2007,,$46.3M
1938,52cdef7e4bab8bd67529ba05,Fuhu,enterprise,Identity & Rich Media Widgets,El Segundo,USA,33.92997,-118.39683,2006,,$17.8M
1940,52cdef7e4bab8bd67529ba0e,Idhasoft,enterprise,IT Service Provider,Norcross,USA,33.9660312,-84.2233569,2006,,$30M
1943,52cdef7e4bab8bd67529ba28,Promotion Space Group,advertising,Destination media specialist,London,GBR,51.49695,-0.1356064,2003,80.0,$0
1947,52cdef7e4bab8bd67529ba44,Navatar Group,software,Cloud Computing for Wall Street,New York,USA,40.733242,-73.991877,2004,80.0,$0
1950,52cdef7e4bab8bd67529ba5d,EverSpin Technologies,manufacturing,Integrated Magnetic Products,Chandler,USA,33.3253347,-111.8591619,2003,,$41.8M
1951,52cdef7e4bab8bd67529ba60,Fotomoto,ecommerce,Sell photos online on your website,San Francisco,USA,37.7795014,-122.3948712,2008,,$1.82M
1953,52cdef7e4bab8bd67529ba9c,DiVitas Networks,messaging,mobile communications,Mountain View,USA,37.377019,-122.11528,2005,,$41.4M
1955,52cdef7e4bab8bd67529baab,RedBrick Health,health,Health insurance,Minneapolis,USA,44.9733258,-93.2714719,2006,,$39.2M
1956,52cdef7e4bab8bd67529babe,VKernel Corporation,software,virtualization management software,Boston,USA,42.3497366,-71.0491901,2007,,$7M
1957,52cdef7e4bab8bd67529bac7,Shareaholic,web,content sharing and discovery platform,Boston,USA,42.3647559,-71.1032591,2009,,$5.46M
1959,52cdef7e4bab8bd67529bace,Uplogix,enterprise,Remote management solution,Austin,USA,30.3752527,-97.7815663,2003,,$42.8M
1960,52cdef7e4bab8bd67529bad1,Mobidia Technology,mobile,Mobile Data Solutions,Richmond,CAN,49.1859246,-123.1072471,2004,,$16.1M
1961,52cdef7e4bab8bd67529bad2,AllClear ID,security,Alert Network,Austin,USA,30.2708829,-97.7418001,2004,,$9.3M
1962,52cdef7e4bab8bd67529bae5,StreamTheWorld,games_video,Streaming services for broadcasters,MontrÃ©al,CAN,45.4961227,-73.5767499,2005,65.0,$0
1963,52cdef7e4bab8bd67529bae5,StreamTheWorld,games_video,Streaming services for broadcasters,Lausanne,CHE,46.5206291,6.6328274,2005,65.0,$0
1966,52cdef7e4bab8bd67529baf1,SpinalMotion,biotech,degenerative disc disease treaments,Mountain View,USA,37.406621,-122.108719,2004,,$500k
1967,52cdef7e4bab8bd67529baf1,SpinalMotion,biotech,degenerative disc disease treaments,Fairfax,USA,38.843468,-77.306808,2004,,$500k
1968,52cdef7e4bab8bd67529baf8,Sand 9,mobile,Nano-resonator Technology,Cambridge,USA,42.3488891,-71.1068046,2007,,$70.2M
1972,52cdef7e4bab8bd67529bb17,Playdom,games_video,Gaming network,Palo Alto,USA,37.393536,-122.076747,2008,,$76M
1974,52cdef7e4bab8bd67529bb1a,First Coverage,software,Financial Services Software,"Toronto, ON",CAN,43.6878093,-79.3958388,2005,,$14M
1975,52cdef7e4bab8bd67529bb1a,First Coverage,software,Financial Services Software,Boston,USA,42.356931,-71.053991,2005,,$14M
1976,52cdef7e4bab8bd67529bb1c,Firm58,software,Financial Services Software,Chicago,USA,41.879641,-87.6425816,2005,,$19.2M
1977,52cdef7e4bab8bd67529bb1c,Firm58,software,Financial Services Software,New York,USA,40.766734,-73.988265,2005,,$19.2M
1978,52cdef7e4bab8bd67529bb1d,TxVia,finance,Processing for network-based payments,New York,USA,40.753881,-73.978852,2006,,$55.4M
1980,52cdef7e4bab8bd67529bb44,Canopy Financial,finance,technology-enabled electronic payment,San Francisco,USA,37.791388,-122.392148,2004,100.0,$89.5M
1981,52cdef7e4bab8bd67529bb60,Tigo Energy,cleantech,Solar installations,Los Gatos,USA,37.2612396,-121.9594672,2007,,$79.8M
1982,52cdef7e4bab8bd67529bb62,Zetta,enterprise,Enterprise-grade Online Backup,Sunnyvale,USA,37.414407,-122.016499,2007,,$42.2M
1983,52cdef7e4bab8bd67529bb64,Senscient,manufacturing,Gas detection products,League City,USA,29.5399005,-95.064003,2004,,$5.6M
1984,52cdef7e4bab8bd67529bb66,Elanti Systems,software,Best utilization of their IP networks,Somerset,USA,40.535316,-74.521435,2007,,$5.5M
1986,52cdef7e4bab8bd67529bb70,Wi-Chi,semiconductor,Manufacturers Solar PV systems,Tualatin,USA,45.3774456,-122.7569561,2008,,$7M
1987,52cdef7e4bab8bd67529bb82,Redfern Integrated Optics,cleantech,Optical Transmitters Developer  ,Santa Clara,USA,37.380364,-121.9823779,2005,,$25.9M
1988,52cdef7e4bab8bd67529bb83,DoubleVerify,advertising,"Ad Verification, Viewability",New York,USA,40.6454932,-73.9451011,2008,,$49.5M
1990,52cdef7e4bab8bd67529bb87,Millennial Media,advertising,The Mobile Advertising Platform,Baltimore,USA,39.281734,-76.581864,2006,137.0,$240M
1991,52cdef7e4bab8bd67529bb8a,Illumitex,hardware,LED Technology Innovator,Austin,USA,30.239294,-97.838813,2005,,$54.4M
1992,52cdef7e4bab8bd67529bb8d,ContinuumGlobal,other,Online Marketing Technology Services,San Francisco,USA,37.7824672,-122.3942549,2003,100.0,$0
1993,52cdef7e4bab8bd67529bb8d,ContinuumGlobal,other,Online Marketing Technology Services,Chandigarh,IND,30.7333148,76.7794179,2003,100.0,$0
1994,52cdef7e4bab8bd67529bb9c,Marketcetera,software,Open Source Automated Trading Platform,San Francisco,USA,37.788864,-122.4008487,2006,,$4M
1995,52cdef7e4bab8bd67529bb9d,Veeva,software,Cloud-based business solutions,Pleasanton,USA,37.69249,-121.900722,2007,510.0,$4M
1999,52cdef7e4bab8bd67529bba2,Asteres,biotech,Pharmacy automation solution,San Diego,USA,32.88791,-117.176096,2003,,$8M
2002,52cdef7e4bab8bd67529bba6,Lightning Gaming,games_video,Internet Poker,Boothwyn,USA,39.8728373,-75.4784988,2004,,$4M
2003,52cdef7e4bab8bd67529bbb7,Taipan Publishing Group,web,Financial news,Baltimore,USA,39.298734,-76.616747,2007,100.0,$0
2004,52cdef7e4bab8bd67529bbcf,OfferWire,ecommerce,Comparison Shopping Website,Vero Beach,USA,27.6476577,-80.3821092,2003,65.0,$3.5M
2005,52cdef7e4bab8bd67529bbcf,OfferWire,ecommerce,Comparison Shopping Website,Atlanta,USA,34.046788,-84.300914,2003,65.0,$3.5M
2006,52cdef7e4bab8bd67529bbd3,[212]Media,games_video,Venture Development Firm,New York,USA,40.743877,-73.98618,2004,75.0,$0
2008,52cdef7e4bab8bd67529bbec,BT Imaging,cleantech,Inspection Tools for Photovoltaic Manufa,Surry Hills,AUS,-33.947414,150.967905,2008,,$6.66M
2009,52cdef7e4bab8bd67529bbed,Social Solutions,software,Performance management software,Baltimore,USA,39.281734,-76.581864,2006,,$11.8M
2011,52cdef7e4bab8bd67529bc02,PLAVEB Corporation,consulting,Web Applications Development Company,Burbank,USA,34.1676412,-118.3227223,2004,51.0,$0
2013,52cdef7e4bab8bd67529bc17,PlantSense,web,Online Gardening Website ,San Francisco,USA,37.7697623,-122.4183929,2006,,$8.66M
2014,52cdef7e4bab8bd67529bc18,Syntensia,software,Network Security Software,Stockholm,SWE,59.6121259,17.8947672,2005,,$3.5M
2016,52cdef7e4bab8bd67529bc1a,My-Hammer,web,Handyman job portal,Berlin,DEU,52.5092312,13.3883606,2005,70.0,$3.2M
2019,52cdef7e4bab8bd67529bc35,skobbler,mobile,LBS and mobile navigation,Berlin,DEU,53.5771514,10.0115926,2008,70.0,$0
2020,52cdef7e4bab8bd67529bc37,t3leads,enterprise,payday affiliate program,Sherman Oaks,USA,34.152011,-118.457632,2004,55.0,$0
2021,52cdef7e4bab8bd67529bc4c,Lattice Engines,analytics,Business apps for sales and marketing,San Mateo,USA,37.553743,-122.300246,2006,,$21.7M
2025,52cdef7e4bab8bd67529bc57,Concert Pharmaceuticals,biotech,Biotechnology company,Lexington,USA,42.4236783,-71.2459523,2006,,$99.5M
2026,52cdef7e4bab8bd67529bc61,c-LEcta,biotech,Industrial biotechnology,Leipzig,DEU,51.3210042,12.3959182,2003,,$726k
2028,52cdef7e4bab8bd67529bc75,Vandalia Research,biotech,Production of DNA sequences,Huntington,USA,38.4208384,-82.4431675,2004,,$485k
2029,52cdef7e4bab8bd67529bc76,BCB Medical,software,Software for health care professionals,TURKU,FIN,60.4500359,22.2930547,2003,,€1M
2030,52cdef7e4bab8bd67529bc7a,U-Play Studios,software,Sports simulation,Barcelona,ESP,41.4063346,2.1920231,2004,,$651k
2033,52cdef7e4bab8bd67529bc8a,Tolera Therapeutics,biotech,,Kalamazoo,USA,42.2927344,-85.5796432,2007,,$12.1M
2034,52cdef7e4bab8bd67529bc91,Beam Express,semiconductor, long-wavelength VCSELs,Lausanne,CHE,46.5177782,6.5625638,2006,,$1.3M
2035,52cdef7e4bab8bd67529bca0,baimos technologies,security,smartphone app digital access,Munich,DEU,48.2676378,11.6639395,2006,,$1.02M
2037,52cdef7e4bab8bd67529bcc0,Autoquake,ecommerce,UK's largest online used car retailer,London,GBR,51.543337,-0.172364,2005,100.0,$39.9M
2039,52cdef7e4bab8bd67529bcd1,Noomeo,software,3D made easy,Labège,FRA,47.5974286,1.3168395,2007,,$1.63M
2040,52cdef7e4bab8bd67529bcec,gloStream,medical,Electronic health and medical software,Bloomfield Hills,USA,42.5424744,-83.2851103,2006,,$12.3M
2041,52cdef7e4bab8bd67529bcf9,PlexPress,biotech,High Content Gene Expression Analysis,00790 Helsinki,FIN,60.2268115,25.014409,2007,,$2.5M
2042,52cdef7e4bab8bd67529bcf9,PlexPress,biotech,High Content Gene Expression Analysis,Los Altos,USA,37.349392,-122.087208,2007,,$2.5M
2043,52cdef7e4bab8bd67529bcff,Infoflow,software,Making better use of your information,Sheffield,GBR,51.4624198,-0.3027629,2006,,$457k
2044,52cdef7e4bab8bd67529bd0b,X1 Technologies,software,"Enterprise, Email, Application Search",Pasadena,USA,34.146436,-118.153136,2003,,$10M
2045,52cdef7e4bab8bd67529bd0c,OutSmart Power Systems,hardware,"Building, equipment, network management",Natick,USA,42.2968126,-71.3876282,2008,,$9.91M
2047,52cdef7e4bab8bd67529bd2b,Hara,enterprise,Energy and sustainability management,San Mateo,USA,37.48413,-122.169472,2008,60.0,$45M
2050,52cdef7e4bab8bd67529bd3c,Soliant Energy,cleantech,Solution for commercial rooftops,Monrovia,USA,34.144014,-118.001268,2005,,$18M
2051,52cdef7e4bab8bd67529bd42,SunEdison,cleantech,Simplifying solar,Beltsville,USA,39.0610803,-76.8863954,2003,,$641M
2052,52cdef7e4bab8bd67529bd43,ShopSavvy,mobile,,San Francsico,USA,37.7770719,-122.3966273,2008,,$11.5M
2053,52cdef7e4bab8bd67529bd45,Fulcrum Bioenergy,cleantech,Ethanol Production from Waste,Pleasanton,USA,37.692934,-121.904945,2007,,$89M
2062,52cdef7f4bab8bd67529bd70,Sunrun,cleantech,Home Solar Power Service,San Francisco,USA,37.7871306,-122.4041075,2007,180.0,$337M
2065,52cdef7f4bab8bd67529bd7b,Merchantrms,ecommerce,Credit card fraud protection,Toronto,CAN,43.7896181,-79.2354377,2005,117.0,$0
2066,52cdef7f4bab8bd67529bd7c,Kythera Biopharmaceuticals,biotech,Science & innovation in aesthetic medici,Calabasas,USA,34.143507,-118.763605,2005,,$98.4M
2067,52cdef7f4bab8bd67529bda0,Zero Motorcycles,automotive,Electric motorcycle technology,Scotts Valley,USA,33.526748,-117.177144,2006,,$57.7M
2068,52cdef7f4bab8bd67529bda4,Esperion Therapeutics,biotech,Treatment of cardiometabolic disease,Plymouth,USA,42.3853985,-83.5069834,2008,,$55.8M
2070,52cdef7f4bab8bd67529bdd0,WiTricity,cleantech, wireless electricity,Watertown,USA,42.36867,-71.150248,2007,,$29M
2071,52cdef7f4bab8bd67529bdd1,Arisdyne Systems,cleantech,Continuous Fuel Technologies,Cleveland,USA,41.424425,-81.822531,2006,,$7.1M
2072,52cdef7f4bab8bd67529bdd2,MarketsandMarkets,other,Market Research Reports,Wilmington,USA,39.7488163,-75.5475795,2008,250.0,$0
2081,52cdef7f4bab8bd67529bde4,Stemline Therapeutics,biotech, Targeting cancer at its root,New York,USA,40.7775647,-73.9459335,2003,,$15.1M
2084,52cdef7f4bab8bd67529be04,Wakonda Technologies,cleantech,photovoltaics,Woburn,USA,42.5102913,-71.1474063,2005,,$3.16M
2086,52cdef7f4bab8bd67529be0b,ACT Biotech,biotech,Cancer management,San Francisco,USA,37.7871306,-122.4041075,2008,,$27M
